# creditos.dat - donde guarda cada juego su contador de creditos.
# Las lineas sin marca las comprobo buscar_creditos.sh ejecutando el juego:
# se le escriben creditos y se comprueba que el juego los gasta al pulsar START.
# Las marcadas (cheat) vienen de la coleccion de cheats de MAME y NO estan
# comprobadas: se leen solo si pasan la prueba de las monedas, y nunca se
# escribe en ellas. Varias direcciones con "+" son copias del mismo contador.
atetrisb3 @:maincpu,program,c1   # (cheat)
atetrisb4 @:maincpu,program,c1   # (cheat)
atetrisb5 @:maincpu,program,c1   # (cheat)
atetrisc @:maincpu,program,c1   # (cheat)
atetrisc2 @:maincpu,program,c1   # (cheat)
athena @:maincpu,program,d7f1   # (cheat)
athenab @:maincpu,program,d7f1   # (cheat)
atlantis @:maincpu,program,4033   # (cheat)
atlantis2 @:maincpu,program,4035   # (cheat)
atlantisb @:maincpu,program,4032   # (cheat)
atombjt @:maincpu,program,f9003   # (cheat)
atomicp @:maincpu,program,ffdafe   # (cheat)
atompunk @:maincpu,program,a0051   # (cheat)
attackf @:maincpu,program,a037   # (cheat)
attckufo @:maincpu,program,cc   # (cheat)
au @:maincpu,program,8008   # (cheat)
aurail @:maincpu,program,ffffa6   # (cheat)
aurail1 @:maincpu,program,ffffa6   # (cheat)
aurail1d @:maincpu,program,ffffa6   # (cheat)
aurailj @:maincpu,program,ffffa6   # (cheat)
aurailjd @:maincpu,program,ffffa6   # (cheat)
automat @:maincpu,program,ff8dc5   # (cheat)
avalnche @:maincpu,program,75   # (cheat)
avefenix @:maincpu,program,438f   # (cheat)
avefenixl @:maincpu,program,438f   # (cheat)
avefenixrf @:maincpu,program,438f   # (cheat)
avengers @:maincpu,program,c030   # (cheat)
avengersa @:maincpu,program,c030   # (cheat)
avengersb @:maincpu,program,c030   # (cheat)
avengersc @:maincpu,program,c030   # (cheat)
avengrgs @:maincpu,program,1088a1   # (cheat)
avengrgsj @:maincpu,program,1088a1   # (cheat)
avspirit @:maincpu,program,78f8b   # (cheat)
aztarac @:maincpu,program,ffe8e3   # (cheat)
azurian @:maincpu,program,40b0   # (cheat)
backfire @:maincpu,program,17000e   # (cheat)
backfirea @:maincpu,program,17000e   # (cheat)
backfirt @:maincpu,program,c019   # (cheat)
baddudes @:maincpu,program,ffa8c1   # (cheat)
badlands @:maincpu,program,ffff1d   # (cheat)
badlandsb @:maincpu,program,ffff1d   # (cheat)
badlandsb2 @:maincpu,program,ffff1d   # (cheat)
bagman @:maincpu,program,6000   # (cheat)
bagmanf @:maincpu,program,6000   # (cheat)
bagmanj @:maincpu,program,6000   # (cheat)
bagmanm2 @:maincpu,program,6000   # (cheat)
bagmanm3 @:maincpu,program,6000   # (cheat)
bagmanmc @:maincpu,program,6000   # (cheat)
bagmans @:maincpu,program,6000   # (cheat)
bagmans3 @:maincpu,program,6000   # (cheat)
bagmans4 @:maincpu,program,6000   # (cheat)
bagnard @:maincpu,program,6000   # (cheat)
bagnarda @:maincpu,program,6000   # (cheat)
bagnardi @:maincpu,program,6000   # (cheat)
bagnardio @:maincpu,program,6000   # (cheat)
bakubaku @:maincpu,program,183d05   # (cheat)
